ProbeName	ProbeDisplayName	TargetName	HUGOSymbol	Accessions	GenomeBuild	GenomicPosition	AnalyteType	CodeClass	ProbePool	TargetGroup	GeneID
35878	MID1_01	MID1	MID1	"NM_001193279.1,NM_033289.2,NM_001193277.1,NM_001193278.1,NM_033290.4,NM_000381.4,NM_001098624.2,NM_001193280.1,NM_001347733.2,NM_001193281.1"	GRCh38.p13	chrX:10567058-10567105	RNA	Endogenous	01	All Targets	4281
38694	JDP2_01	JDP2	JDP2	"XM_017020972.1,XM_017020973.1,XM_017020975.2,XM_017020974.1,NM_001135047.2,XM_017020971.1,XM_005267332.4,NM_001135048.2,NM_001135049.1,XM_017020976.1,NM_130469.3"	GRCh38.p13	chr14:75438101-75461439	RNA	Endogenous	01	All Targets	122953
43613	OAS3_01	OAS3	OAS3	"XM_017019363.2,NM_006187.4,XM_005253889.4"	GRCh38.p13	chr12:112971603-112971652	RNA	Endogenous	01	All Targets	4940
44281	ATF6_01	ATF6	ATF6	"XM_011509308.1,XM_011509310.2,NM_007348.4,XM_006711224.1,XM_011509309.1"	GRCh38.p13	chr1:161778255-161778304	RNA	Endogenous	01	All Targets	22926
48683	ZNF382_01	ZNF382	ZNF382	"NM_032825.5,NM_001256838.2"	GRCh38.p13	chr19:36628367-36628416	RNA	Endogenous	01	All Targets	84911
45667	EXOSC1_01	EXOSC1	EXOSC1	"NR_134586.1,NM_001318363.1,NM_001318364.1,NM_001318365.1,XM_017016304.1,XM_024448033.1,NM_001318362.1,NR_134587.2,NM_016046.5,XM_011539847.2,NM_001318366.1"	GRCh38.p13	chr10:97436407-97436451	RNA	Endogenous	01	All Targets	51013
41943	ZNF136_01	ZNF136	ZNF136	"NM_003437.5,NM_001348014.1,NM_001348013.1"	GRCh38.p13	chr19:12186714-12186763	RNA	Endogenous	01	All Targets	7695
50547	CES4A_01	CES4A	CES4A	"XM_011523024.2,XM_011523028.2,XM_011523025.2,XM_011523029.2,NM_001190202.2,NM_173815.7,NM_001364782.1,NM_001190201.2,XM_017023160.1,XM_017023161.1,XM_017023162.1,XM_011523030.2,XM_017023163.1,XM_017023166.1,XM_017023164.1,XM_017023165.1,XM_017023168.1,XM_024450234.1,XM_024450235.1,XM_011523021.2,NM_001318506.2,XM_011523026.2,XM_011523023.2,XM_011523027.2"	GRCh38.p13	chr16:67009547-67009596	RNA	Endogenous	01	All Targets	283848
35713	GALT_01	GALT	GALT	"NM_000155.4,NM_001258332.1"	GRCh38.p13	chr9:34646759-34647110	RNA	Endogenous	01	All Targets	2592
43791	MXD4_01	MXD4	MXD4	NM_006454.3	GRCh38.p13	chr4:2250251-2250300	RNA	Endogenous	01	All Targets	10608
39602	LGALS16_01	LGALS16	LGALS16	NM_001190441.3	GRCh38.p13	chr19:39658668-39660441	RNA	Endogenous	01	All Targets	148003
40267	IFTAP_01	IFTAP	IFTAP	"NM_001276726.1,NM_001276723.1,NM_001276722.1,NM_001276725.1,NM_001276724.1,XM_011519885.3,NR_077243.1,XM_006718138.4,NM_138787.3,NM_001276727.1"	GRCh38.p13	chr11:36648113-36648150	RNA	Endogenous	01	All Targets	119710
41179	ITIH2_01	ITIH2	ITIH2	NM_002216.3	GRCh38.p13	chr10:7730075-7730124	RNA	Endogenous	01	All Targets	3698
44206	CIT_01	CIT	CIT	"NM_007174.3,XM_011537789.1,XM_017018735.1,XM_011537788.1,XM_011537791.2,XM_011537787.1,XM_011537790.2,XM_011537783.1,XM_006719206.2,XM_017018736.1,NM_001206999.2,XM_017018737.1,XM_011537784.1,XM_011537785.1,XM_017018739.1,XM_017018738.1,XM_011537792.2"	GRCh38.p13	chr12:119686774-119686823	RNA	Endogenous	01	All Targets	11113
40499	CPN1_01	CPN1	CPN1	NM_001308.3	GRCh38.p13	chr10:100081706-100081755	RNA	Endogenous	01	All Targets	1369
40785	ACADL_01	ACADL	ACADL	"NM_001608.4,XM_017003955.1,XM_005246517.4"	GRCh38.p13	chr2:210203428-210204613	RNA	Endogenous	01	All Targets	33
36237	LHB_01	LHB	LHB	NM_000894.3	GRCh38.p13	chr19:49016181-49016216	RNA	Endogenous	01	All Targets	3972
52095	WDR46_01	WDR46	WDR46	"NM_001164267.2,XM_017011484.2,XM_017011485.2,XR_002956316.1,NM_005452.6,XM_017011486.2,XM_017011487.2,XR_001743743.2"	GRCh38.p13	chr6:33287976-33288010	RNA	Endogenous	01	All Targets	9277
13428	TEX13C_01	TEX13C	TEX13C	NM_001195272.2	GRCh38.p13	chrX:125320644-125320678	RNA	Endogenous	01	All Targets	100129520
47714	FSD1_01	FSD1	FSD1	"NM_001330429.1,NM_024333.3"	GRCh38.p13	chr19:4323376-4323420	RNA	Endogenous	01	All Targets	79187
36110	CACNA2D1_01	CACNA2D1	CACNA2D1	"XM_011516572.3,NM_000722.4,XM_005250574.3,XM_017012588.1,NM_001302890.2,XR_001744874.2,XM_011516570.3,XR_001744873.2,XM_011516571.3,XM_006716118.3,XM_006716119.3,NM_001366867.1,XM_005250572.3,XM_006716120.3,XM_005250573.3"	GRCh38.p13	chr7:82349616-82443377	RNA	Endogenous	01	All Targets	781
11728	CRX_01	CRX	CRX	NM_000554.6	GRCh38.p13	chr19:47834469-47834503	RNA	Endogenous	01	All Targets	1406
36149	CYP24A1_01	CYP24A1	CYP24A1	"NM_001128915.2,XM_005260304.5,XM_017027691.2,NM_000782.5,XM_017027692.2,XM_017027693.2"	GRCh38.p13	chr20:54158154-54158995	RNA	Endogenous	01	All Targets	1591
47923	MCMBP_01	MCMBP	MCMBP	"XM_017016663.1,XM_011540170.1,XM_005270157.4,NM_024834.3,NM_001256378.2,NM_001256379.1,XM_017016664.1"	GRCh38.p13	chr10:119857410-119858903	RNA	Endogenous	01	All Targets	79892
40261	SEC16A_01	SEC16A	SEC16A	"XM_011519261.1,XM_011519260.2,XM_011519258.1,NM_014866.2,XM_011519252.2,XM_011519253.1,XM_005266134.2,XM_011519250.2,XM_011519251.1,XM_011519256.1,XM_011519257.1,NM_001276418.1,XM_011519249.1,XM_017015363.1,XM_011519248.2,XM_017015364.1,XM_011519264.2,XM_011519247.2,XM_011519246.2,XM_011519254.1,XM_011519255.2,XM_011519259.2,XM_011519263.2,XM_011519262.1,XR_929881.2"	GRCh38.p13	chr9:136468442-136468491	RNA	Endogenous	01	All Targets	9919
13442	THAP10_01	THAP10	THAP10	NM_020147.4	GRCh38.p13	chr15:70892194-70892231	RNA	Endogenous	01	All Targets	56906
45504	FAM169A_01	FAM169A	FAM169A	"NM_001376049.1,NM_001376054.1,NR_164754.1,NM_001376050.1,NM_001376051.1,NR_046462.1,XM_017009332.1,NR_164753.1,NM_001376052.1,NM_001376053.1,NM_015566.3"	GRCh38.p13	chr5:74781590-74781639	RNA	Endogenous	01	All Targets	26049
51833	USP9Y_01	USP9Y	USP9Y	"XM_017030078.2,NM_004654.4"	GRCh38.p13	chrY:12841077-12841126	RNA	Endogenous	01	All Targets	8287
47883	AGMAT_01	AGMAT	AGMAT	NM_024758.5	GRCh38.p13	chr1:15572751-15572800	RNA	Endogenous	01	All Targets	79814
41164	INHA_01	INHA	INHA	NM_002191.4	GRCh38.p13	chr2:219575244-219575293	RNA	Endogenous	01	All Targets	3623
35679	CYP19A1_01	CYP19A1	CYP19A1	"NM_031226.3,NM_001347252.1,NM_001347253.1,NM_001347249.2,NM_001347254.1,NM_001347248.1,NM_001347255.2,NM_001347250.1,NM_000103.4,NM_001347251.1,NM_001347256.2"	GRCh38.p13	chr15:51210917-51210966	RNA	Endogenous	01	All Targets	1588
48279	RAMAC_01	RAMAC	RAMAC	NM_031452.4	GRCh38.p13	chr15:82990038-82990087	RNA	Endogenous	01	All Targets	83640
45569	PODXL2_01	PODXL2	PODXL2	NM_015720.4	GRCh38.p13	chr3:127662248-127662287	RNA	Endogenous	01	All Targets	50512
51339	SPEM1_01	SPEM1	SPEM1	NM_199339.3	GRCh38.p13	chr17:7420628-7420677	RNA	Endogenous	01	All Targets	374768
41242	LIG3_01	LIG3	LIG3	"XM_006721896.3,NM_013975.4,XM_017024624.1,NM_002311.4,XM_005257970.4"	GRCh38.p13	chr17:34989638-34990985	RNA	Endogenous	01	All Targets	3980
49411	DAB2IP_01	DAB2IP	DAB2IP	"XM_017014299.1,NM_032552.3,XM_024447417.1,NM_138709.2,XM_005251719.4,XM_024447418.1,XM_005251721.1,XM_011518264.3,XM_011518265.3,XM_011518271.2,XM_017014300.1,XM_011518266.2,XM_011518270.2,XM_011518267.2,XM_017014298.2"	GRCh38.p13	chr9:121757148-121758928	RNA	Endogenous	01	All Targets	153090
34614	ADAMTS15_01	ADAMTS15	ADAMTS15	"NM_139055.3,XM_005271419.4,XR_001747783.1"	GRCh38.p13	chr11:130469387-130469421	RNA	Endogenous	01	All Targets	170689
34429	LIN37_01	LIN37	LIN37	"NM_019104.3,NR_163146.1,NM_001369780.1"	GRCh38.p13	chr19:35754279-35754313	RNA	Endogenous	01	All Targets	55957
43305	GPR52_01	GPR52	GPR52	NM_005684.5	GRCh38.p13	chr1:174448213-174448262	RNA	Endogenous	01	All Targets	9293
43913	FRS2_01	FRS2	FRS2	"XM_017018719.1,XM_017018718.1,NM_001042555.3,NM_001278354.2,NM_001278351.2,XM_017018717.1,NM_001278355.2,NM_006654.5,NM_001278356.2,NM_001278353.2,NM_001278357.2"	GRCh38.p13	chr12:69572220-69572269	RNA	Endogenous	01	All Targets	10818
35050	CCDC88B_01	CCDC88B	CCDC88B	"XM_024448451.1,XM_024448450.1,XM_017017601.1,XM_011544962.3,XM_011544959.2,XR_949893.3,NM_032251.6,XM_011544960.2,XR_002957140.1,XR_949894.3,XM_006718519.4,XM_011544957.2"	GRCh38.p13	chr11:64349335-64349369	RNA	Endogenous	01	All Targets	283234
47180	MRPL23_01	MRPL23	"LOC107987373,MRPL23"	"XM_011520275.2,XM_017030111.1,XM_006718271.2,NM_021134.4,XM_011520276.3,XM_011520273.1,XM_006724896.2"	GRCh38.p13	chr11:1951011-1952154	RNA	Endogenous	01	All Targets	107987373
42633	SULT2B1_01	SULT2B1	SULT2B1	"NM_004605.2,NM_177973.2"	GRCh38.p13	chr19:48591707-48592742	RNA	Endogenous	01	All Targets	6820
12203	H4C1_01	H4C1	H4C1	NM_003538.4	GRCh38.p13	chr6:26021686-26021720	RNA	Endogenous	01	All Targets	8359
35840	PRPH2_01	PRPH2	PRPH2	"XR_926295.3,NM_000322.5,XR_427834.4"	GRCh38.p13	chr6:42721769-42721818	RNA	Endogenous	01	All Targets	5961
37339	RPS25_01	RPS25	RPS25	NM_001028.3	GRCh38.p13	chr11:119018037-119018314	RNA	Endogenous	01	All Targets	6230
42661	CDC23_01	CDC23	CDC23	NM_004661.4	GRCh38.p13	chr5:138191875-138191924	RNA	Endogenous	01	All Targets	8697
35326	NKD1_01	NKD1	NKD1	"XM_011523399.2,XM_011523400.2,XM_017023804.1,NM_033119.5"	GRCh38.p13	chr16:50632352-50632387	RNA	Endogenous	01	All Targets	85407
39967	ANKRD6_01	ANKRD6	ANKRD6	"NM_001242811.1,NM_001242814.1,XM_017010501.1,XM_017010498.1,XM_017010505.1,XM_017010514.1,XM_017010496.2,XM_024446358.1,XM_005248681.2,XM_017010502.2,XM_005248680.3,XM_017010508.1,XM_017010494.1,XM_024446359.1,XM_017010495.1,XM_017010512.1,NM_014942.4,XM_005248679.3,XM_017010499.1,XM_017010493.1,NM_001242813.1,XM_024446366.1,XM_024446365.1,XM_011535599.2,XM_011535598.2,XM_024446364.1,XM_024446361.1,XM_024446360.1,XM_017010510.1,XM_017010511.2,XM_011535597.2,XM_017010515.2,XM_011535596.2,XM_024446362.1,NM_001242809.2,XM_005248682.3,XM_005248684.3,XM_017010513.1,XM_017010503.1,XM_024446363.1,XM_011535600.2,XM_024446357.1,XM_005248683.3,XM_024446368.1,XM_017010500.1"	GRCh38.p13	chr6:89627676-89629136	RNA	Endogenous	01	All Targets	22881
12223	HBEGF_01	HBEGF	HBEGF	NM_001945.3	GRCh38.p13	chr5:140342677-140342717	RNA	Endogenous	01	All Targets	1839
51335	CENPS_01	CENPS	CENPS	"NR_036462.2,NM_199294.3"	GRCh38.p13	chr1:10442573-10442622	RNA	Endogenous	01	All Targets	378708
49429	PLD4_01	PLD4	PLD4	"NM_001308174.2,XM_024449469.1,XM_024449470.1,XM_011536411.2,NM_138790.5,XM_017020965.1"	GRCh38.p13	chr14:104930909-104931748	RNA	Endogenous	01	All Targets	122618
47117	B3GALT1_01	B3GALT1	B3GALT1	"XM_011512085.2,NM_020981.4,XM_006712819.3"	GRCh38.p13	chr2:167869089-167869138	RNA	Endogenous	01	All Targets	8708
51785	ATOH8_01	ATOH8	ATOH8	"XR_939731.1,XM_006712122.3,XR_001739003.1,XM_011533139.1,XR_939733.2,XR_939732.1,NM_032827.7"	GRCh38.p13	chr2:85754787-85754831	RNA	Endogenous	01	All Targets	84913
47965	ZCCHC4_01	ZCCHC4	ZCCHC4	"XR_925324.3,XM_017008129.2,XM_017008128.1,NM_024936.3,NM_001318148.2,XM_011513835.2"	GRCh38.p13	chr4:25333350-25333399	RNA	Endogenous	01	All Targets	29063
44082	SPTBN2_01	SPTBN2	SPTBN2	"XM_017018178.1,XM_005274193.3,NM_006946.4,XM_017018174.1,XM_006718669.3,XM_011545217.2,XM_017018177.2,XM_011545216.3,XM_006718671.4,XM_017018175.2,XM_017018176.1"	GRCh38.p13	chr11:66699058-66699420	RNA	Endogenous	01	All Targets	6712
40021	AGAP1_01	AGAP1	AGAP1	"XM_006712239.3,XM_024452678.1,XM_017003282.1,XM_024452676.1,XM_024452679.1,XM_006712237.3,XM_024452672.1,NM_001037131.3,XM_011510547.2,XM_005246059.4,XM_006712235.3,XM_011510549.2,NM_001244888.2,XM_006712234.3,XM_011510548.2,NM_014914.5"	GRCh38.p13	chr2:235741039-235744737	RNA	Endogenous	01	All Targets	116987
51801	C6orf201_01	C6orf201	C6orf201	"XM_011514613.2,NR_104464.2,NR_104463.2,XM_017010861.1,NM_001085401.2"	GRCh38.p13	chr6:4121950-4121999	RNA	Endogenous	01	All Targets	404220
37570	CCDC183_01	CCDC183	CCDC183	NM_001039374.5	GRCh38.p13	chr9:136806670-136806794	RNA	Endogenous	01	All Targets	84960
37189	ALG1L_01	ALG1L	"TSSC2,ALG1,ALG1L"	"XM_024453383.1,XM_017005847.1,NM_001385064.1,XM_017005846.2,NM_019109.5,XM_017023457.2,XM_024453384.1,NM_001015050.3,NR_024248.1,NM_001195223.2,NM_001385067.1,XM_017005845.1,NM_001385066.1,XM_017005844.2,XR_932882.3,XM_017023458.1,NM_001330504.1"	GRCh38.p13	"chr16:5079751-5079800,chr3:125932657-125932706,chr11:3403596-3403645"	RNA	Endogenous	01	All Targets	56052
38858	MALRD1_01	MALRD1	MALRD1	"XM_017016182.1,XM_017016183.1,XM_011519453.2,NM_001142308.3,XM_017016186.1,XM_011519454.1,XM_017016184.1,XR_001747102.1,XM_017016185.1,XM_011519455.2"	GRCh38.p13	chr10:19283080-19283129	RNA	Endogenous	01	All Targets	340895
36346	SPOPL_01	SPOPL	SPOPL	"XM_005263655.5,XM_005263657.4,NM_001001664.3,XM_005263656.4"	GRCh38.p13	chr2:138568978-138569027	RNA	Endogenous	01	All Targets	339745
42490	CSK_01	CSK	CSK	"NM_001127190.2,NM_001354988.2,NM_004383.2"	GRCh38.p13	chr15:74799398-74799432	RNA	Endogenous	01	All Targets	1445
50048	ZNF567_01	ZNF567	ZNF567	"XM_017026420.2,NM_001322915.1,XM_011526584.3,NM_001322912.1,XM_017026421.1,NM_001322911.2,NM_001363651.1,NM_001300979.2,XM_017026416.2,NM_001322920.1,NM_001322916.1,XM_017026417.1,NM_001322917.1,NM_152603.5,NM_001322913.1,XM_017026419.1,NM_001322918.1,XM_017026418.1,NM_001322919.1,NM_001322914.1"	GRCh38.p13	chr19:36719810-36719854	RNA	Endogenous	01	All Targets	163081
34372	EGFL8_01	EGFL8	"PPT2-EGFL8,EGFL8"	"NR_037860.2,NR_037861.1,NM_030652.4"	GRCh38.p13	chr6:32166500-32166534	RNA	Endogenous	01	All Targets	80864
46431	TMEM140_01	TMEM140	TMEM140	NM_018295.5	GRCh38.p13	chr7:135148172-135148221	RNA	Endogenous	01	All Targets	55281
34986	FUT3_01	FUT3	FUT3	"NM_001382744.1,NM_001097641.3,NM_000149.4,NM_001382747.1,NM_001382746.1,NM_001382750.1,NM_001097639.3,NM_001097640.3,NM_001374740.1,NM_001382749.1,NM_001382748.1,NM_001382745.1"	GRCh38.p13	chr19:5844474-5844508	RNA	Endogenous	01	All Targets	2525
47426	NPVF_01	NPVF	NPVF	NM_022150.3	GRCh38.p13	chr7:25226782-25226831	RNA	Endogenous	01	All Targets	64111
42156	MTMR1_01	MTMR1	MTMR1	"NM_001306144.3,XM_017029920.1,XM_017029921.1,NM_001353990.2,XM_005274765.3,NM_001353991.1,NM_001353994.1,XM_011531210.2,NM_001353995.1,XM_006724855.3,XR_001755740.1,XM_017029923.1,NR_148676.2,NM_001353992.1,XM_005274766.3,NM_001353993.1,NM_001353996.1,NM_003828.4,NM_001306145.1,XM_017029924.1"	GRCh38.p13	chrX:150731523-150731572	RNA	Endogenous	01	All Targets	8776
41855	TRIP6_01	TRIP6	TRIP6	NM_003302.3	GRCh38.p13	chr7:100870685-100870719	RNA	Endogenous	01	All Targets	7205
45491	UPF2_01	UPF2	UPF2	"XR_930489.3,NM_080599.2,XM_011519449.3,NM_015542.4"	GRCh38.p13	chr10:12004697-12014042	RNA	Endogenous	01	All Targets	26019
44045	ADAP1_01	ADAP1	ADAP1	"NM_001284311.1,NM_006869.4,NM_001284310.1,NM_001284309.1,NM_001284308.1"	GRCh38.p13	chr7:905067-905116	RNA	Endogenous	01	All Targets	11033
42687	PRPF4_01	PRPF4	PRPF4	"NM_001244926.2,NM_001322266.2,NM_001322267.2,NR_136266.2,NM_004697.5,NR_136265.2"	GRCh38.p13	chr9:113291477-113291523	RNA	Endogenous	01	All Targets	9128
36350	ZNF470_01	ZNF470	ZNF470	"NM_001001668.4,XM_017026801.1"	GRCh38.p13	chr19:56578204-56578253	RNA	Endogenous	01	All Targets	388566
43794	RBCK1_01	RBCK1	RBCK1	"XM_005260645.2,NM_006462.6,NM_001323958.2,XM_011529140.2,NM_001323956.1,XM_011529139.3,XM_017027594.2,XM_017027595.1,XR_937029.3,NM_031229.4,NR_136659.2,XR_001754130.2,XM_011529138.1,XR_001754131.1,XM_011529137.2"	GRCh38.p13	chr20:417597-417758	RNA	Endogenous	01	All Targets	10616
50178	ODF4_01	ODF4	ODF4	"NM_153007.5,NM_001319953.2,XM_005256476.3,XM_011523688.1"	GRCh38.p13	chr17:8345471-8345710	RNA	Endogenous	01	All Targets	146852
34367	ACKR1_01	ACKR1	ACKR1	"NM_001122951.3,NM_002036.4"	GRCh38.p13	chr1:159206026-159206060	RNA	Endogenous	01	All Targets	2532
44119	RAPGEF4_01	RAPGEF4	RAPGEF4	"NM_001375864.1,XM_011510505.3,NM_001375865.1,NM_001282899.2,NM_001375866.1,NM_001375867.1,NM_007023.4,NR_164740.1,NR_164741.1,XM_017003197.1,XM_017003196.2,NM_001100397.2,NM_001375874.1,NM_001375871.1,NM_001375870.1,XM_006712205.3,NM_001375873.1,NM_001375872.1,NM_001282900.2,NM_001375868.1,NM_001375869.1,NM_001282901.2,NR_164739.1"	GRCh38.p13	chr2:173014611-173016394	RNA	Endogenous	01	All Targets	11069
38481	CTNNA3_01	CTNNA3	CTNNA3	"XM_017016158.2,NM_001127384.2,XM_017016153.1,XM_017016152.1,XM_017016156.1,XM_017016151.1,NM_001291133.2,XM_017016155.2,XM_017016154.1,NM_013266.4"	GRCh38.p13	chr10:67180452-67180488	RNA	Endogenous	01	All Targets	29119
36841	BRWD1_01	BRWD1	BRWD1	"NM_001007246.2,NM_033656.4,XM_011529611.1,XR_001754864.1,XM_017028373.1,NM_018963.5,XM_017028375.1"	GRCh38.p13	chr21:39298437-39298486	RNA	Endogenous	01	All Targets	54014
44940	PCLO_01	PCLO	PCLO	"XM_017012006.2,NM_014510.3,XR_001744643.2,XM_017012007.1,NM_033026.6"	GRCh38.p13	chr7:82835678-82838251	RNA	Endogenous	01	All Targets	27445
37795	TACR2_01	TACR2	TACR2	NM_001057.3	GRCh38.p13	chr10:69415994-69416043	RNA	Endogenous	01	All Targets	6865
43181	PARP3_01	PARP3	PARP3	"XM_017005490.1,NM_001370240.1,NM_001003931.4,NM_005485.5,NM_001370239.1"	GRCh38.p13	chr3:51944111-51944150	RNA	Endogenous	01	All Targets	10039
46414	INAVA_01	INAVA	INAVA	"NM_001367289.1,XM_011509754.2,NM_001142569.3,XM_011509755.1,NM_018265.4,XM_011509756.2,NM_001367290.1"	GRCh38.p13	chr1:200911470-200911511	RNA	Endogenous	01	All Targets	55765
44861	SIGLEC7_01	SIGLEC7	SIGLEC7	"NR_102350.2,XR_001753661.1,NM_014385.4,XR_001753660.2,XR_002958297.1,NM_016543.3,NM_001277201.1,XM_011526721.3,XR_001753662.1"	GRCh38.p13	chr19:51153298-51153347	RNA	Endogenous	01	All Targets	27036
47434	ADGRL4_01	ADGRL4	ADGRL4	NM_022159.4	GRCh38.p13	chr1:78891660-78893114	RNA	Endogenous	01	All Targets	64123
44331	TMEM59L_01	TMEM59L	TMEM59L	"XR_002958292.1,NM_012109.3"	GRCh38.p13	chr19:18616043-18616083	RNA	Endogenous	01	All Targets	25789
50806	SLC5A12_01	SLC5A12	SLC5A12	"NM_178498.4,XM_006718156.3,XR_930845.2,XM_011519920.2,XM_011519921.2,XM_006718155.3,XM_017017244.1"	GRCh38.p13	chr11:26698412-26698461	RNA	Endogenous	01	All Targets	159963
36783	CACNA2D4_01	CACNA2D4	CACNA2D4	"NM_172364.5,XM_011521041.2"	GRCh38.p13	chr12:1887042-1907461	RNA	Endogenous	01	All Targets	93589
51739	ODAD4_01	ODAD4	ODAD4	"NM_001350319.2,NR_110662.3,NR_146622.2,NR_146621.2,NM_031421.5"	GRCh38.p13	chr17:41965354-41965392	RNA	Endogenous	01	All Targets	83538
11355	ANAPC15_01	ANAPC15	ANAPC15	"NM_001278485.2,NM_001278490.2,XM_017017497.1,NM_001278493.1,XM_017017496.1,NM_001278492.1,NM_014042.3,NM_001278486.2,NM_001278487.2,NM_001330321.2,NM_001278491.1,NM_001278488.1,NM_001278494.1,NM_001278489.2"	GRCh38.p13	chr11:72110128-72110162	RNA	Endogenous	01	All Targets	25906
37544	DIXDC1_01	DIXDC1	DIXDC1	"XM_024448743.1,XM_017018467.1,NM_033425.4,NM_001037954.4,XM_024448742.1,XM_017018466.2,XM_017018469.1,XM_017018468.1"	GRCh38.p13	chr11:112019248-112019297	RNA	Endogenous	01	All Targets	85458
39489	SP7_01	SP7	SP7	"XM_011537900.2,NM_001173467.3,NM_001300837.1,NM_152860.2"	GRCh38.p13	chr12:53328004-53328048	RNA	Endogenous	01	All Targets	121340
35436	TNRC6B_01	TNRC6B	TNRC6B	"NM_001024843.1,NM_015088.3,NM_001162501.2"	GRCh38.p13	chr22:40308558-40308592	RNA	Endogenous	01	All Targets	23112
50240	TCEAL8_01	TCEAL8	TCEAL8	"NM_001006684.1,NM_153333.3"	GRCh38.p13	chrX:103253652-103253701	RNA	Endogenous	01	All Targets	90843
34889	HLA-F_01	HLA-F	HLA-F	"XM_017010813.1,NM_001098478.2,XM_011514564.1,NM_018950.2,XR_001743376.1,XR_001743373.1,XM_017010810.1,XM_017010811.1,XM_017010814.1,XR_001743374.1,XM_017010815.1,NM_001098479.2,XM_017010812.1"	GRCh38.p13	chr6:29723839-29723873	RNA	Endogenous	01	All Targets	3134
37743	CHD2_01	CHD2	CHD2	"NM_001042572.3,NM_001271.4"	GRCh38.p13	chr15:92939682-92941834	RNA	Endogenous	01	All Targets	1106
40146	CDK9_01	CDK9	CDK9	NM_001261.4	GRCh38.p13	chr9:127787984-127788033	RNA	Endogenous	01	All Targets	1025
42785	IL27RA_01	IL27RA	IL27RA	NM_004843.4	GRCh38.p13	chr19:14052972-14053016	RNA	Endogenous	01	All Targets	9466
13560	TUBA3C_01	TUBA3C	"TUBA3C,TUBA3D"	"NM_080386.4,NM_006001.3"	GRCh38.p13	"chr13:19178284-19178321,chr2:131479381-131479418"	RNA	Endogenous	01	All Targets	7278
36500	LRRC29_01	LRRC29	LRRC29	"XM_017023127.1,XM_017023131.1,NM_001365159.1,XM_017023130.1,NM_001365158.1,XM_017023128.1,XM_017023129.1,NM_012163.2,XM_017023134.1,NM_001004055.1,XM_017023126.1"	GRCh38.p13	chr16:67208023-67208062	RNA	Endogenous	01	All Targets	26231
48960	ESCO1_01	ESCO1	ESCO1	"XM_011525799.3,NM_052911.3,XR_001753138.1,XR_001753137.2,XM_011525798.1"	GRCh38.p13	chr18:21574148-21574197	RNA	Endogenous	01	All Targets	114799
45321	OTUD3_01	OTUD3	OTUD3	"XM_005245794.3,XM_005245793.4,XM_005245792.4,NM_015207.2,XM_024454320.1"	GRCh38.p13	chr1:19908431-19908480	RNA	Endogenous	01	All Targets	23252
48449	ATP13A4_01	ATP13A4	ATP13A4	"XR_001740324.2,XR_924191.3,NM_032279.4,XM_017007318.1,XR_001740325.1"	GRCh38.p13	chr3:193412249-193412298	RNA	Endogenous	01	All Targets	84239
38952	NBPF6_01	NBPF6	"NBPF6,NBPF4"	"XM_011540763.1,XM_024449291.1,NM_001143987.2"	GRCh38.p13	"chr1:108236406-108237051,chr1:108457294-108457939"	RNA	Endogenous	01	All Targets	653149
11442	BHLHA9_01	BHLHA9	BHLHA9	NM_001164405.2	GRCh38.p13	chr17:1270775-1270809	RNA	Endogenous	01	All Targets	727857
46149	BTBD2_01	BTBD2	BTBD2	"XM_011528127.1,NM_017797.4"	GRCh38.p13	chr19:1986931-1986965	RNA	Endogenous	01	All Targets	55643
42301	CTSS_01	CTSS	CTSS	"NM_004079.5,NM_001199739.2"	GRCh38.p13	chr1:150750147-150751805	RNA	Endogenous	01	All Targets	1520
38293	AMER3_01	AMER3	AMER3	"NM_001105193.2,NM_001105194.1,XM_011510793.2,NM_001105195.2,NM_152698.3"	GRCh38.p13	chr2:130766911-130766960	RNA	Endogenous	01	All Targets	205147
36652	OR52E2_01	OR52E2	OR52E2	NM_001005164.2	GRCh38.p13	chr11:5059455-5059501	RNA	Endogenous	01	All Targets	119678
49401	BCL2L12_01	BCL2L12	BCL2L12	"NR_104202.1,NM_001282519.1,NM_138639.2,NM_001282517.1,NM_001282516.1,NR_104200.1,NR_104203.1,XM_017027345.2,NM_001282520.1,NM_001040668.1,NM_001282521.1,NR_104205.1,NM_001385706.1,NR_104204.1,NR_104201.1"	GRCh38.p13	chr19:49673752-49673801	RNA	Endogenous	01	All Targets	83596
45418	HECTD1_01	HECTD1	HECTD1	"XM_024449527.1,XM_017021148.2,XM_017021149.2,XM_017021151.2,XR_001750215.2,XR_001750214.2,XM_011536621.2,NM_015382.4,XM_005267502.3,XM_017021153.1,XM_024449526.1,XM_011536619.2,XM_017021152.2"	GRCh38.p13	chr14:31175093-31178023	RNA	Endogenous	01	All Targets	25831
50402	CTAG2_01	CTAG2	CTAG2	"NM_172377.4,NM_020994.5"	GRCh38.p13	chrX:154652586-154652625	RNA	Endogenous	01	All Targets	30848
36869	SAXO2_01	SAXO2	SAXO2	"NM_001348702.2,NM_001348699.2,NM_001348706.2,XM_024449902.1,NM_001348701.2,NM_001348700.2,NM_001348704.2,NM_001008226.2,NM_001348703.2"	GRCh38.p13	chr15:82283515-82283564	RNA	Endogenous	01	All Targets	283726
35367	KDSR_01	KDSR	KDSR	"XM_005266677.3,NM_002035.4,XM_017025690.2"	GRCh38.p13	chr18:63344443-63344481	RNA	Endogenous	01	All Targets	2531
